product_id,tn
20002,1241.4659163564104
20009,552.418843739631
20084,135.40613914075317
20085,201.07648541377986
20089,200.72383685335225
20112,99.08101949814025
20126,110.91725284126136
20130,105.45188197749101
20135,107.88039087761999
20143,108.93830055364417
20150,109.42771466327582
20159,81.04198758899693
20164,74.40516656127183
20170,84.37060577753525
20203,56.53497118375999
20218,34.86161757336522
20237,50.38858048163401
20262,27.164684428636054
20266,40.12727053191065
20297,31.802458888339185
20306,31.219001797472806
20313,28.91228240918153
20323,27.428891274727896
20334,23.449600499210433
20340,23.771284886460236
20351,22.199198958637986
20364,35.078269739697845
20368,18.47876958845961
20378,22.71402529779725
20389,35.22699379793302
20395,21.164812475665517
20408,16.61491785651635
20453,15.163892847326434
20459,18.449161351449984
20463,11.006500316453089
20479,13.95838574118805
20481,9.199113569792628
20488,12.929716966292487
20495,15.633823241674484
20503,13.64502756390154
20513,10.562375255750325
20522,13.907598761688826
20523,14.301503063294332
20527,14.063658559357275
20540,12.552457573688988
20541,11.245982306297172
20547,14.297977186865424
20553,12.178758152566152
20558,12.812664617124332
20559,13.433569071557475
20567,9.965288012148873
20569,12.198106547042036
20571,10.688488327404649
20576,8.751816711651296
20580,15.040322647456613
20589,8.38077570309649
20604,8.001537869204544
20611,11.058801564869892
20627,8.886542419244506
20638,7.570542608207096
20679,8.155864979595778
20682,7.408987976098865
20689,7.60315294044121
20700,3.553355661026731
20709,7.425340271143101
20758,3.2903536224290346
20783,3.8801034313162805
20793,2.8057602016548504
20811,3.477301151560091
20817,5.2593158964428515
20831,2.481920108329823
20835,4.7417397593920105
20853,3.1046689920558386
20902,2.3624225861265704
20908,2.587103103543041
20917,2.3430329681134032
20967,1.5319990198137106
20990,1.1049354206673587
21001,0.8381962414423031
21022,1.0931707130055803
21027,1.5133780536641122
21037,0.7570487263332084
21056,0.9593685382565087
21084,0.6936178707992103
21105,0.7600290805022638
21126,0.5190585298664393
21153,0.5672514044302837
21159,0.47852985481963334
21164,0.42869032363576753
21168,0.4508420811394568
21176,0.4102584509125992
21201,0.2564487212935657
20006,408.16332015763317
20008,338.9305693563484
20010,357.10323221433987
20011,354.6403449967512
20012,285.7300666905928
20017,244.62885637360424
20018,227.69627725269245
20020,248.12605453941427
20022,243.1872937036429
20024,195.06373335865817
20028,165.75834203484453
20029,167.39818930292193
20030,141.3158646070258
20043,111.90265292602166
20055,90.25577336792747
20058,98.66217608790129
20062,90.27918290504802
20066,95.62800221790742
20068,92.00656159942199
20082,72.07122383728536
20097,70.21128937532659
20099,61.9960113411727
20109,61.521337813049044
20117,46.59584099520072
20118,55.25918777629834
20124,46.96462251895237
20137,43.57049991769408
20138,37.81145400052053
20151,41.381996842650906
20168,24.55527843165758
20182,27.873216222437602
20183,22.778973858349616
20197,25.907670333849403
20211,22.46631974538155
20220,21.12026262159973
20222,18.502774835841166
20242,11.972822867069636
20278,13.620032420192793
20304,10.199869648879437
20325,8.276425453074792
20375,8.252813249171094
20382,9.234749094868626
20401,9.740884674536375
20409,5.120540230965781
20432,7.55647804049653
20466,7.42306123007669
20480,5.707088070243937
20572,4.056247987561136
20609,2.8345158732922817
20614,3.110697089702481
20617,2.657224092804225
20629,2.9798767906513395
20632,2.851370798875192
20641,2.842030717272925
20644,2.6709999814625314
20654,3.99657801358503
20660,2.0186217712396073
20676,1.995592404271319
20677,2.694953498766763
20684,2.0944982899884987
20702,1.8854032441401665
20713,2.017910308158762
20715,2.047028237
20721,1.428564210212689
20730,1.8581548966885415
20745,1.8824551785315429
20768,1.694022349899916
20788,1.6844260710232892
20800,1.1242507447282295
20802,1.43289297225255
20840,1.6351931258686139
20847,1.2317846366292646
20863,1.1147135483459567
20919,0.6208202776188433
20947,0.592191676780079
20948,0.6233527024031177
20970,0.5756926608906199
21016,0.4543948375614587
21024,0.4060958646125951
21032,0.32200103404133495
21048,0.39277115371240645
21049,0.3585973876651314
21077,0.27668425597598423
21088,0.20824911563269344
20032,571.5257148491373
20116,117.61342103289857
20127,191.4171116400738
20148,63.54726715585358
20162,49.783738697593066
20174,78.86480438952543
20210,54.30820905797336
20213,54.4045923096793
20227,45.49415224060292
20235,40.028128139906904
20236,40.914612888073435
20257,47.3071925226523
20261,43.05092978720762
20286,46.88866893855893
20316,27.414971884249084
20355,25.44673279718477
